VariableName,VarUnits,SampleMedium,DataType,ValueType,TimeSupport,TimeUnits,Speciation,SiteName,SiteCode,Latitude,Longitude,GeneralCategory,NoDataValue
"Oxygen, dissolved",milligrams per liter,Surface water,Continuous,Unknown,0,day,Unknown,Upper inner harbor 014,MWRA:14,42.370223,-71.050659,Water Quality,-9999
UTCTimeStamp,LocalTimestamp,UTCOffset,Value,MethodDescription,QualityControlLevel,ValueAccuracy,CensorCode,OffsetValue,OffsetDescription,OffsetUnit,Qualifier,QualifierDescription,SourceDescription,SourceLink,Citation
1994-07-05 00:00:00,1994-07-05 00:00:00,0,8.9,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1994-07-07 00:00:00,1994-07-07 00:00:00,0,9.02,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1994-07-08 00:00:00,1994-07-08 00:00:00,0,8.21,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1994-07-09 00:00:00,1994-07-09 00:00:00,0,7.2,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-12 00:00:00,1995-06-12 00:00:00,0,5.62,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-14 00:00:00,1995-06-14 00:00:00,0,7.5,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-15 00:00:00,1995-06-15 00:00:00,0,7.19,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-16 00:00:00,1995-06-16 00:00:00,0,7.06,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-20 00:00:00,1995-06-20 00:00:00,0,7.32,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-21 00:00:00,1995-06-21 00:00:00,0,7.54,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-23 00:00:00,1995-06-23 00:00:00,0,7.9,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-24 00:00:00,1995-06-24 00:00:00,0,9.1,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-25 00:00:00,1995-06-25 00:00:00,0,9.5,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-26 00:00:00,1995-06-26 00:00:00,0,9.5,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-27 00:00:00,1995-06-27 00:00:00,0,7.09,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-28 00:00:00,1995-06-28 00:00:00,0,6.01,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-06-30 00:00:00,1995-06-30 00:00:00,0,8.01,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-07-01 00:00:00,1995-07-01 00:00:00,0,8.2,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-07-02 00:00:00,1995-07-02 00:00:00,0,7.98,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-07-05 00:00:00,1995-07-05 00:00:00,0,7.4,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-07-06 00:00:00,1995-07-06 00:00:00,0,7.99,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-07-08 00:00:00,1995-07-08 00:00:00,0,8.08,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-07-09 00:00:00,1995-07-09 00:00:00,0,8.11,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-08-12 00:00:00,1995-08-12 00:00:00,0,6.37,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1995-08-13 00:00:00,1995-08-13 00:00:00,0,5.82,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-08 00:00:00,1996-07-08 00:00:00,0,8.72,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-09 00:00:00,1996-07-09 00:00:00,0,9.01,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-11 00:00:00,1996-07-11 00:00:00,0,11.29,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-14 00:00:00,1996-07-14 00:00:00,0,8.1,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-15 00:00:00,1996-07-15 00:00:00,0,7.28,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-16 00:00:00,1996-07-16 00:00:00,0,7.1,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-17 00:00:00,1996-07-17 00:00:00,0,6.57,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-18 00:00:00,1996-07-18 00:00:00,0,7.47,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-19 00:00:00,1996-07-19 00:00:00,0,7.81,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
1996-07-21 00:00:00,1996-07-21 00:00:00,0,7.37,The measurement was taken at the river surface. The Massachusetts Water Resources Authority's (MWRA) has been monitoring water quality in Boston Harbor and its tributary rivers since 1989. Collecting long-term water quality data helps to identify changes in water quality over time.,Quality_Controlled,0,nc,0,,,,,Massachusetts Water Resources Authority,http://www.mwra.state.ma.us/,"These data have not yet been published in the primary scientific literature and are the product of work by a number of scientists, many of whom have papers in preparation. Therefore, these data must not be used for publication without consulting first with MWRA's Environmental Quality Department at web.enquad@mwra.state.ma.us (or phone: 617-788-4941). Please convey this information to all who use the data."
